Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
China,CHN,2010,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,0.6
China,CHN,2005,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,0.92
China,CHN,2000,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,2.3
China,CHN,1995,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,3.32
China,CHN,1990,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,2.84
China,CHN,1985,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,2.54
China,CHN,1980,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,5.13
China,CHN,1975,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,7.57
China,CHN,1970,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,10.2
China,CHN,2010,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.53
China,CHN,2005,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,0.76
China,CHN,2000,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,1.71
China,CHN,1995,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,2.34
China,CHN,1990,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,6.1
China,CHN,1985,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,9.3
China,CHN,1980,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,6.05
China,CHN,1975,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,8.82
China,CHN,1970,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,10.01
China,CHN,2010,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,0.92
China,CHN,2005,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,1.88
China,CHN,2000,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,3.32
China,CHN,1995,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,2.84
China,CHN,1990,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,2.54
China,CHN,1985,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,5.96
China,CHN,1980,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,7.56
China,CHN,1975,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,10.2
China,CHN,1970,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,14.55
China,CHN,2010,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,0.76
China,CHN,2005,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,1.43
China,CHN,2000,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,2.34
China,CHN,1995,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,4.62
China,CHN,1990,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,9.3
China,CHN,1985,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,7.51
China,CHN,1980,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,8.82
China,CHN,1975,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,10.01
China,CHN,1970,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,16.51
China,CHN,2010,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,9.77
China,CHN,2005,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,14.42
China,CHN,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,19.94
China,CHN,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,22.12
China,CHN,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,26.41
China,CHN,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,32.26
China,CHN,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,38.54
China,CHN,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,49.03
China,CHN,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,59.3
China,CHN,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,6.59
China,CHN,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,9.56
China,CHN,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,13.46
China,CHN,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,20.5
China,CHN,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,29.3
China,CHN,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,30.71
China,CHN,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,33.07
China,CHN,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,41.81
China,CHN,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,50.79
China,CHN,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,1.38
China,CHN,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,2.88
China,CHN,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,4.19
China,CHN,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,3.74
China,CHN,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,6.97
China,CHN,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,8.92
China,CHN,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,10.19
China,CHN,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,14.55
China,CHN,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,21.09
China,CHN,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,1.08
China,CHN,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,2.04
China,CHN,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,2.82
China,CHN,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,6.59
China,CHN,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,9.3
China,CHN,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,13.18
China,CHN,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,10.01
China,CHN,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,16.51
China,CHN,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,19.38
China,CHN,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,2.34
China,CHN,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,3.35
China,CHN,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,5.21
China,CHN,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,8.21
China,CHN,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,10.57
China,CHN,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,12.06
China,CHN,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,14.55
China,CHN,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,21.09
China,CHN,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,37.29
China,CHN,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,1.69
China,CHN,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,2.31
China,CHN,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,3.29
China,CHN,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,7.83
China,CHN,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,18.5
China,CHN,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,13.84
China,CHN,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,16.51
China,CHN,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,19.38
China,CHN,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,34.42
China,CHN,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,2.34
China,CHN,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,5.19
China,CHN,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,9.71
China,CHN,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,12.57
China,CHN,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,14.32
China,CHN,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,17.55
China,CHN,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,21.09
China,CHN,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,37.29
China,CHN,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,45.16
China,CHN,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,1.69
China,CHN,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,3.34
China,CHN,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,6.05
China,CHN,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,14.44
China,CHN,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,18.5
China,CHN,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,24.26
China,CHN,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,19.38
China,CHN,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,34.42
China,CHN,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,38.2
China,CHN,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,5.18
China,CHN,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,7.67
China,CHN,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,15.02
China,CHN,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,17.08
China,CHN,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,21.2
China,CHN,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,25.81
China,CHN,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,37.29
China,CHN,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,45.16
China,CHN,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,86.29
China,CHN,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,3.4
China,CHN,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,4.85
China,CHN,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,9.5
China,CHN,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,16.08
China,CHN,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,33.7
China,CHN,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,25.84
China,CHN,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,34.42
China,CHN,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,38.2
China,CHN,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,67.77
China,CHN,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,5.18
China,CHN,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,14.46
China,CHN,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,20.44
China,CHN,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,25.64
China,CHN,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,31.57
China,CHN,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,43.9
China,CHN,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,45.16
China,CHN,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,86.29
China,CHN,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,95.97
China,CHN,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,3.4
China,CHN,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,9.32
China,CHN,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,13.13
China,CHN,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,27.56
China,CHN,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,33.7
China,CHN,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,42.84
China,CHN,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,38.2
China,CHN,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,67.77
China,CHN,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,80.3
China,CHN,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,13.78
China,CHN,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,17.44
China,CHN,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,31.06
China,CHN,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,38.58
China,CHN,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,51.96
China,CHN,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,50.41
China,CHN,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,86.29
China,CHN,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,95.97
China,CHN,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,97.71
China,CHN,2010,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,9.1
China,CHN,2005,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,11.31
China,CHN,2000,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,20.07
China,CHN,1995,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,32.83
China,CHN,1990,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,53.1
China,CHN,1985,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,48.89
China,CHN,1980,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,67.7
China,CHN,1975,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,80.3
China,CHN,1970,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,87.1
China,CHN,2010,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,13.78
China,CHN,2005,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,30.57
China,CHN,2000,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,47.12
China,CHN,1995,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,61.78
China,CHN,1990,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,56.8
China,CHN,1985,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,84.12
China,CHN,1980,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,95.97
China,CHN,1975,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,97.71
China,CHN,1970,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,97.75
China,CHN,2010,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,9.1
China,CHN,2005,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,20.23
China,CHN,2000,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,31.78
China,CHN,1995,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,53.95
China,CHN,1990,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,61.9
China,CHN,1985,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,71.07
China,CHN,1980,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,80.3
China,CHN,1975,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,87.1
China,CHN,1970,Barro-Lee: Percentage of population age 60-64 with no education,BAR.NOED.6064.ZS,87.32
China,CHN,2010,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,101995
China,CHN,2005,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,117234
China,CHN,2000,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,100768
China,CHN,1995,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,98922
China,CHN,1990,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,122793
China,CHN,1985,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,129909
China,CHN,1980,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,108212
China,CHN,1975,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,87282
China,CHN,1970,"Barro-Lee: Population in thousands, age 15-19, total",BAR.POP.1519,91201
China,CHN,2010,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,48251
China,CHN,2005,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,55684
China,CHN,2000,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,48357
China,CHN,1995,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,47791
China,CHN,1990,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,59647
China,CHN,1985,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,62843
China,CHN,1980,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,52279
China,CHN,1975,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,42072
China,CHN,1970,"Barro-Lee: Population in thousands, age 15-19, female",BAR.POP.1519.FE,44318
China,CHN,2010,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,1090693
China,CHN,2005,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,1034076
China,CHN,2000,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,958307
China,CHN,1995,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,896920
China,CHN,1990,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,835430
China,CHN,1985,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,745898
China,CHN,1980,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,644245
China,CHN,1975,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,561430
China,CHN,1970,"Barro-Lee: Population in thousands, age 15+, total",BAR.POP.15UP,500636
China,CHN,2010,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,535035
China,CHN,2005,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,506729
China,CHN,2000,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,469291
China,CHN,1995,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,437770
China,CHN,1990,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,406309
China,CHN,1985,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,362165
China,CHN,1980,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,312588
China,CHN,1975,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,272770
China,CHN,1970,"Barro-Lee: Population in thousands, age 15+, female",BAR.POP.15UP.FE,243360
China,CHN,2010,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,116599
China,CHN,2005,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,100115
China,CHN,2000,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,98187
China,CHN,1995,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,121960
China,CHN,1990,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,128517
China,CHN,1985,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,107746
China,CHN,1980,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,86837
China,CHN,1975,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,90235
China,CHN,1970,"Barro-Lee: Population in thousands, age 20-24, total",BAR.POP.2024,67004
China,CHN,2010,"Barro-Lee: Population in thousands, age 20-24, female",BAR.POP.2024.FE,55447
China,CHN,2005,"Barro-Lee: Population in thousands, age 20-24, female",BAR.POP.2024.FE,48107
